,id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
1513,1513,2013,1,2,1727.0,1730,-3.0,1920.0,1926,-6.0,US,449,N668AW,EWR,CLT,91.0,529,17,30,2013-01-02 17:00:00,US Airways Inc.
1514,1514,2013,1,2,1728.0,1557,91.0,1829.0,1707,82.0,EV,4299,N21129,EWR,DCA,39.0,199,15,57,2013-01-02 15:00:00,ExpressJet Airlines Inc.
1515,1515,2013,1,2,1728.0,1515,133.0,1843.0,1632,131.0,EV,4133,N13975,EWR,IAD,48.0,212,15,15,2013-01-02 15:00:00,ExpressJet Airlines Inc.
1516,1516,2013,1,2,1728.0,1730,-2.0,1952.0,1953,-1.0,F9,511,N201FR,LGA,DEN,238.0,1620,17,30,2013-01-02 17:00:00,Frontier Airlines Inc.
1517,1517,2013,1,2,1728.0,1729,-1.0,2054.0,2048,6.0,UA,618,N804UA,EWR,DFW,248.0,1372,17,29,2013-01-02 17:00:00,United Air Lines Inc.
1518,1518,2013,1,2,1729.0,1730,-1.0,2012.0,2015,-3.0,DL,1139,N936DL,LGA,ATL,128.0,762,17,30,2013-01-02 17:00:00,Delta Air Lines Inc.
1519,1519,2013,1,2,1729.0,1720,9.0,2040.0,2021,19.0,UA,1125,N34131,EWR,IAH,226.0,1400,17,20,2013-01-02 17:00:00,United Air Lines Inc.
1520,1520,2013,1,2,1730.0,1729,1.0,2039.0,2100,-21.0,UA,512,N502UA,JFK,SFO,328.0,2586,17,29,2013-01-02 17:00:00,United Air Lines Inc.
1521,1521,2013,1,2,1732.0,1734,-2.0,1850.0,1852,-2.0,B6,74,N519JB,JFK,BTV,52.0,266,17,34,2013-01-02 17:00:00,JetBlue Airways
1522,1522,2013,1,2,1732.0,1625,67.0,2004.0,1855,69.0,MQ,4661,N531MQ,LGA,ATL,127.0,762,16,25,2013-01-02 16:00:00,Envoy Air
1523,1523,2013,1,2,1734.0,1725,9.0,2044.0,2040,4.0,AA,145,N342AA,JFK,SAN,344.0,2446,17,25,2013-01-02 17:00:00,American Airlines Inc.
1524,1524,2013,1,2,1735.0,1738,-3.0,2035.0,2103,-28.0,UA,1120,N39728,EWR,SAN,341.0,2425,17,38,2013-01-02 17:00:00,United Air Lines Inc.
1525,1525,2013,1,2,1737.0,1726,11.0,1947.0,1933,14.0,EV,4317,N13958,EWR,CVG,113.0,569,17,26,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1526,1526,2013,1,2,1737.0,1720,17.0,1908.0,1910,-2.0,AA,345,N598AA,LGA,ORD,127.0,733,17,20,2013-01-02 17:00:00,American Airlines Inc.
1527,1527,2013,1,2,1738.0,1740,-2.0,2028.0,2112,-44.0,DL,1339,N3754A,JFK,PDX,322.0,2454,17,40,2013-01-02 17:00:00,Delta Air Lines Inc.
1528,1528,2013,1,2,1739.0,1745,-6.0,2028.0,2112,-44.0,DL,503,N3760C,JFK,SAN,319.0,2446,17,45,2013-01-02 17:00:00,Delta Air Lines Inc.
1529,1529,2013,1,2,1740.0,1727,13.0,1950.0,1935,15.0,EV,4382,N15910,EWR,DTW,102.0,488,17,27,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1530,1530,2013,1,2,1740.0,1745,-5.0,2035.0,2020,15.0,MQ,4413,N723MQ,LGA,XNA,216.0,1147,17,45,2013-01-02 17:00:00,Envoy Air
1531,1531,2013,1,2,1740.0,1725,15.0,2026.0,2021,5.0,UA,1109,N77258,EWR,MCO,143.0,937,17,25,2013-01-02 17:00:00,United Air Lines Inc.
1532,1532,2013,1,2,1742.0,1745,-3.0,2123.0,2055,28.0,AA,785,N3JPAA,LGA,DFW,245.0,1389,17,45,2013-01-02 17:00:00,American Airlines Inc.
1533,1533,2013,1,2,1744.0,1745,-1.0,2035.0,2040,-5.0,B6,9,N569JB,JFK,MCO,153.0,944,17,45,2013-01-02 17:00:00,JetBlue Airways
1534,1534,2013,1,2,1744.0,1745,-1.0,1938.0,1953,-15.0,DL,2331,N900DE,LGA,DTW,78.0,502,17,45,2013-01-02 17:00:00,Delta Air Lines Inc.
1535,1535,2013,1,2,1745.0,1746,-1.0,2053.0,2052,1.0,DL,1585,N905DE,LGA,MCO,157.0,950,17,46,2013-01-02 17:00:00,Delta Air Lines Inc.
1536,1536,2013,1,2,1746.0,1621,85.0,1835.0,1724,71.0,EV,3260,N14153,EWR,ALB,31.0,143,16,21,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1537,1537,2013,1,2,1746.0,1750,-4.0,2043.0,2115,-32.0,UA,535,N512UA,JFK,LAX,325.0,2475,17,50,2013-01-02 17:00:00,United Air Lines Inc.
1538,1538,2013,1,2,1748.0,1720,28.0,1927.0,1905,22.0,MQ,4479,N730MQ,LGA,RDU,85.0,431,17,20,2013-01-02 17:00:00,Envoy Air
1539,1539,2013,1,2,1748.0,1716,32.0,1938.0,1853,45.0,UA,1177,N87513,EWR,ORD,134.0,719,17,16,2013-01-02 17:00:00,United Air Lines Inc.
1540,1540,2013,1,2,1749.0,1654,55.0,1904.0,1810,54.0,EV,4194,N12540,EWR,BTV,49.0,266,16,54,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1541,1541,2013,1,2,1749.0,1800,-11.0,1904.0,1917,-13.0,B6,1016,N206JB,JFK,BOS,43.0,187,18,0,2013-01-02 18:00:00,JetBlue Airways
1542,1542,2013,1,2,1749.0,1749,0.0,1904.0,1909,-5.0,B6,1307,N239JB,JFK,IAD,52.0,228,17,49,2013-01-02 17:00:00,JetBlue Airways
1543,1543,2013,1,2,1750.0,1745,5.0,1915.0,1910,5.0,WN,2827,N770SA,EWR,MDW,124.0,711,17,45,2013-01-02 17:00:00,Southwest Airlines Co.
1544,1544,2013,1,2,1750.0,1755,-5.0,1934.0,1925,9.0,WN,1186,N8316H,LGA,MDW,121.0,725,17,55,2013-01-02 17:00:00,Southwest Airlines Co.
1545,1545,2013,1,2,1751.0,1450,181.0,2041.0,1755,166.0,AA,1813,N5FFAA,JFK,MCO,149.0,944,14,50,2013-01-02 14:00:00,American Airlines Inc.
1546,1546,2013,1,2,1753.0,1700,53.0,2052.0,2014,38.0,B6,15,N339JB,JFK,FLL,159.0,1069,17,0,2013-01-02 17:00:00,JetBlue Airways
1547,1547,2013,1,2,1754.0,1639,75.0,1936.0,1816,80.0,EV,4702,N12567,EWR,GSO,83.0,445,16,39,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1548,1548,2013,1,2,1755.0,1547,128.0,1929.0,1708,141.0,EV,3272,N21130,EWR,BUF,51.0,282,15,47,2013-01-02 15:00:00,ExpressJet Airlines Inc.
1549,1549,2013,1,2,1755.0,1745,10.0,2111.0,2120,-9.0,AA,177,N323AA,JFK,SFO,348.0,2586,17,45,2013-01-02 17:00:00,American Airlines Inc.
1550,1550,2013,1,2,1757.0,1720,37.0,2123.0,2040,43.0,AA,1999,N5ENAA,EWR,MIA,161.0,1085,17,20,2013-01-02 17:00:00,American Airlines Inc.
1551,1551,2013,1,2,1757.0,1800,-3.0,2057.0,2110,-13.0,B6,989,N597JB,JFK,FLL,160.0,1069,18,0,2013-01-02 18:00:00,JetBlue Airways
1552,1552,2013,1,2,1759.0,1644,75.0,1902.0,1753,69.0,EV,4180,N21154,EWR,MHT,39.0,209,16,44,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1553,1553,2013,1,2,1800.0,1800,0.0,1941.0,1951,-10.0,B6,1111,N337JB,JFK,RDU,81.0,427,18,0,2013-01-02 18:00:00,JetBlue Airways
1554,1554,2013,1,2,1800.0,1800,0.0,2055.0,2043,12.0,DL,1047,N900PC,LGA,ATL,127.0,762,18,0,2013-01-02 18:00:00,Delta Air Lines Inc.
1555,1555,2013,1,2,1801.0,1655,66.0,1932.0,1843,49.0,9E,3925,N839AY,JFK,PIT,64.0,340,16,55,2013-01-02 16:00:00,Endeavor Air Inc.
1556,1556,2013,1,2,1802.0,1620,102.0,2146.0,1959,107.0,US,35,N510UW,JFK,PHX,312.0,2153,16,20,2013-01-02 16:00:00,US Airways Inc.
1557,1557,2013,1,2,1803.0,1810,-7.0,2005.0,2027,-22.0,DL,2019,N927DA,LGA,MSP,144.0,1020,18,10,2013-01-02 18:00:00,Delta Air Lines Inc.
1558,1558,2013,1,2,1803.0,1759,4.0,1951.0,1953,-2.0,UA,1053,N17730,EWR,CLE,67.0,404,17,59,2013-01-02 17:00:00,United Air Lines Inc.
1559,1559,2013,1,2,1804.0,1639,85.0,2050.0,1911,99.0,EV,4705,N14558,EWR,ATL,137.0,746,16,39,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1560,1560,2013,1,2,1805.0,1810,-5.0,1946.0,1945,1.0,MQ,4484,N725MQ,LGA,BNA,134.0,764,18,10,2013-01-02 18:00:00,Envoy Air
1561,1561,2013,1,2,1805.0,1805,0.0,2005.0,1955,10.0,MQ,4626,N502MQ,LGA,CMH,81.0,479,18,5,2013-01-02 18:00:00,Envoy Air
1562,1562,2013,1,2,1806.0,1629,97.0,2008.0,1808,120.0,EV,4308,N13550,EWR,RDU,78.0,416,16,29,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1563,1563,2013,1,2,1806.0,1801,5.0,2140.0,2137,3.0,UA,1209,N12116,EWR,LAX,341.0,2454,18,1,2013-01-02 18:00:00,United Air Lines Inc.
1564,1564,2013,1,2,1807.0,1745,22.0,2110.0,2042,28.0,B6,547,N603JB,EWR,PBI,150.0,1023,17,45,2013-01-02 17:00:00,JetBlue Airways
1565,1565,2013,1,2,1808.0,1800,8.0,1955.0,1943,12.0,UA,1158,N76515,LGA,ORD,129.0,733,18,0,2013-01-02 18:00:00,United Air Lines Inc.
1566,1566,2013,1,2,1810.0,1703,67.0,1948.0,1823,85.0,EV,4272,N13988,EWR,RIC,53.0,277,17,3,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1567,1567,2013,1,2,1810.0,1810,0.0,2132.0,2130,2.0,AA,1611,N3FPAA,LGA,MIA,164.0,1096,18,10,2013-01-02 18:00:00,American Airlines Inc.
1568,1568,2013,1,2,1810.0,1730,40.0,2145.0,2110,35.0,B6,179,N809JB,JFK,PHX,299.0,2153,17,30,2013-01-02 17:00:00,JetBlue Airways
1569,1569,2013,1,2,1810.0,1655,75.0,2146.0,2000,106.0,WN,2529,N901WN,EWR,HOU,243.0,1411,16,55,2013-01-02 16:00:00,Southwest Airlines Co.
1570,1570,2013,1,2,1810.0,1815,-5.0,1923.0,1930,-7.0,WN,4844,N233LV,LGA,BWI,40.0,185,18,15,2013-01-02 18:00:00,Southwest Airlines Co.
1571,1571,2013,1,2,1811.0,1810,1.0,2051.0,2132,-41.0,B6,217,N507JB,JFK,LGB,317.0,2465,18,10,2013-01-02 18:00:00,JetBlue Airways
1572,1572,2013,1,2,1813.0,1725,48.0,2149.0,2102,47.0,UA,979,N421UA,EWR,SFO,355.0,2565,17,25,2013-01-02 17:00:00,United Air Lines Inc.
1573,1573,2013,1,2,1818.0,1815,3.0,2131.0,2130,1.0,AS,7,N552AS,EWR,SEA,332.0,2402,18,15,2013-01-02 18:00:00,Alaska Airlines Inc.
1574,1574,2013,1,2,1821.0,1714,67.0,1945.0,1824,81.0,EV,4373,N14542,EWR,DCA,44.0,199,17,14,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1575,1575,2013,1,2,1821.0,1830,-9.0,2000.0,2015,-15.0,MQ,4674,N537MQ,LGA,CLE,74.0,419,18,30,2013-01-02 18:00:00,Envoy Air
1576,1576,2013,1,2,1825.0,1835,-10.0,2033.0,2103,-30.0,9E,3830,N820AY,JFK,CHS,104.0,636,18,35,2013-01-02 18:00:00,Endeavor Air Inc.
1577,1577,2013,1,2,1825.0,1830,-5.0,2115.0,2206,-51.0,DL,1643,N717TW,JFK,SEA,325.0,2422,18,30,2013-01-02 18:00:00,Delta Air Lines Inc.
1578,1578,2013,1,2,1825.0,1810,15.0,2022.0,2003,19.0,UA,597,N808UA,EWR,ORD,137.0,719,18,10,2013-01-02 18:00:00,United Air Lines Inc.
1579,1579,2013,1,2,1827.0,1829,-2.0,2035.0,2032,3.0,US,1973,N449US,EWR,CLT,99.0,529,18,29,2013-01-02 18:00:00,US Airways Inc.
1580,1580,2013,1,2,1828.0,1830,-2.0,2029.0,2055,-26.0,DL,924,N346NB,JFK,MSP,151.0,1029,18,30,2013-01-02 18:00:00,Delta Air Lines Inc.
1581,1581,2013,1,2,1828.0,1829,-1.0,2107.0,2053,14.0,DL,1407,N613DL,JFK,DTW,95.0,509,18,29,2013-01-02 18:00:00,Delta Air Lines Inc.
1582,1582,2013,1,2,1828.0,1828,0.0,2153.0,2144,9.0,UA,1075,N12216,EWR,SNA,350.0,2434,18,28,2013-01-02 18:00:00,United Air Lines Inc.
1583,1583,2013,1,2,1829.0,1722,67.0,1940.0,1823,77.0,EV,4151,N15986,EWR,BWI,35.0,169,17,22,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1584,1584,2013,1,2,1829.0,1829,0.0,2104.0,2119,-15.0,UA,754,N511UA,EWR,LAS,294.0,2227,18,29,2013-01-02 18:00:00,United Air Lines Inc.
1585,1585,2013,1,2,1830.0,1815,15.0,2103.0,2050,13.0,DL,926,N308DE,EWR,ATL,122.0,746,18,15,2013-01-02 18:00:00,Delta Air Lines Inc.
1586,1586,2013,1,2,1831.0,1815,16.0,2130.0,2151,-21.0,B6,173,N729JB,JFK,SJC,323.0,2569,18,15,2013-01-02 18:00:00,JetBlue Airways
1587,1587,2013,1,2,1831.0,1829,2.0,2104.0,2056,8.0,UA,1462,N24729,EWR,DEN,238.0,1605,18,29,2013-01-02 18:00:00,United Air Lines Inc.
1588,1588,2013,1,2,1832.0,1835,-3.0,1926.0,1950,-24.0,MQ,3944,N846MQ,JFK,BWI,36.0,184,18,35,2013-01-02 18:00:00,Envoy Air
1589,1589,2013,1,2,1833.0,1745,48.0,2132.0,2037,55.0,B6,391,N608JB,LGA,MCO,158.0,950,17,45,2013-01-02 17:00:00,JetBlue Airways
1590,1590,2013,1,2,1833.0,1833,0.0,1951.0,2014,-23.0,DL,857,N334NB,LGA,PIT,57.0,335,18,33,2013-01-02 18:00:00,Delta Air Lines Inc.
1591,1591,2013,1,2,1833.0,1829,4.0,2147.0,2136,11.0,UA,1292,N38403,EWR,FLL,161.0,1065,18,29,2013-01-02 18:00:00,United Air Lines Inc.
1592,1592,2013,1,2,1833.0,1800,33.0,2045.0,2001,44.0,US,373,N552UW,JFK,CLT,95.0,541,18,0,2013-01-02 18:00:00,US Airways Inc.
1593,1593,2013,1,2,1834.0,1835,-1.0,2133.0,2157,-24.0,B6,359,N662JB,JFK,BUR,321.0,2465,18,35,2013-01-02 18:00:00,JetBlue Airways
1594,1594,2013,1,2,1834.0,1835,-1.0,2321.0,2346,-25.0,DL,329,N670DN,JFK,SJU,192.0,1598,18,35,2013-01-02 18:00:00,Delta Air Lines Inc.
1595,1595,2013,1,2,1835.0,1830,5.0,2145.0,2205,-20.0,AA,269,N3BAAA,JFK,SEA,337.0,2422,18,30,2013-01-02 18:00:00,American Airlines Inc.
1596,1596,2013,1,2,1835.0,1825,10.0,1942.0,1940,2.0,WN,2450,N461WN,EWR,BWI,36.0,169,18,25,2013-01-02 18:00:00,Southwest Airlines Co.
1597,1597,2013,1,2,1839.0,1845,-6.0,2156.0,2227,-31.0,B6,91,N646JB,JFK,OAK,328.0,2576,18,45,2013-01-02 18:00:00,JetBlue Airways
1598,1598,2013,1,2,1840.0,1845,-5.0,1953.0,2024,-31.0,DL,904,N319NB,JFK,BOS,38.0,187,18,45,2013-01-02 18:00:00,Delta Air Lines Inc.
1599,1599,2013,1,2,1840.0,1750,50.0,2138.0,2119,19.0,UA,1649,N73275,EWR,SEA,322.0,2402,17,50,2013-01-02 17:00:00,United Air Lines Inc.
1600,1600,2013,1,2,1844.0,1855,-11.0,2050.0,2100,-10.0,MQ,4649,N6EAMQ,LGA,MSP,163.0,1020,18,55,2013-01-02 18:00:00,Envoy Air
1601,1601,2013,1,2,1844.0,1845,-1.0,2236.0,2226,10.0,UA,389,N508UA,JFK,SFO,339.0,2586,18,45,2013-01-02 18:00:00,United Air Lines Inc.
1602,1602,2013,1,2,1845.0,1645,120.0,2137.0,1859,158.0,9E,3983,N8412F,EWR,CVG,131.0,569,16,45,2013-01-02 16:00:00,Endeavor Air Inc.
1603,1603,2013,1,2,1848.0,1701,107.0,2112.0,1856,136.0,EV,4202,N14953,EWR,STL,176.0,872,17,1,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1604,1604,2013,1,2,1848.0,1840,8.0,2333.0,2151,,9E,3325,N920XJ,JFK,DFW,,1391,18,40,2013-01-02 18:00:00,Endeavor Air Inc.
1605,1605,2013,1,2,1848.0,1820,28.0,2208.0,2150,18.0,AA,119,N3DNAA,EWR,LAX,349.0,2454,18,20,2013-01-02 18:00:00,American Airlines Inc.
1606,1606,2013,1,2,1849.0,1724,85.0,2235.0,1938,,EV,4321,N14998,EWR,MCI,,1092,17,24,2013-01-02 17:00:00,ExpressJet Airlines Inc.
1607,1607,2013,1,2,1849.0,1850,-1.0,2038.0,2050,-12.0,AA,2019,N590AA,LGA,STL,155.0,888,18,50,2013-01-02 18:00:00,American Airlines Inc.
1608,1608,2013,1,2,1849.0,1850,-1.0,2229.0,2240,-11.0,VX,29,N628VA,JFK,SFO,353.0,2586,18,50,2013-01-02 18:00:00,Virgin America
1609,1609,2013,1,2,1851.0,1840,11.0,2030.0,2020,10.0,MQ,3730,N525MQ,EWR,ORD,123.0,719,18,40,2013-01-02 18:00:00,Envoy Air
1610,1610,2013,1,2,1852.0,1900,-8.0,2119.0,2129,-10.0,FL,645,N971AT,LGA,ATL,129.0,762,19,0,2013-01-02 19:00:00,AirTran Airways Corporation
1611,1611,2013,1,2,1852.0,1855,-3.0,2351.0,2355,-4.0,AA,1613,N5DRAA,JFK,SJU,191.0,1598,18,55,2013-01-02 18:00:00,American Airlines Inc.
1612,1612,2013,1,2,1853.0,1859,-6.0,2128.0,2145,-17.0,DL,947,N658DL,LGA,ATL,125.0,762,18,59,2013-01-02 18:00:00,Delta Air Lines Inc.
1613,1613,2013,1,2,1853.0,1900,-7.0,1959.0,2018,-19.0,US,2187,N957UW,LGA,DCA,48.0,214,19,0,2013-01-02 19:00:00,US Airways Inc.
1614,1614,2013,1,2,1854.0,1900,-6.0,2024.0,2016,8.0,EV,5714,N836AS,JFK,IAD,53.0,228,19,0,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1615,1615,2013,1,2,1854.0,1855,-1.0,2126.0,2142,-16.0,DL,951,N178DZ,JFK,ATL,127.0,760,18,55,2013-01-02 18:00:00,Delta Air Lines Inc.
1616,1616,2013,1,2,1856.0,1900,-4.0,2250.0,2238,12.0,DL,87,N703TW,JFK,LAX,371.0,2475,19,0,2013-01-02 19:00:00,Delta Air Lines Inc.
1617,1617,2013,1,2,1856.0,1900,-4.0,2021.0,2035,-14.0,WN,3414,N752SW,LGA,MKE,130.0,738,19,0,2013-01-02 19:00:00,Southwest Airlines Co.
1618,1618,2013,1,2,1857.0,1859,-2.0,2148.0,2155,-7.0,B6,155,N709JB,JFK,MCO,154.0,944,18,59,2013-01-02 18:00:00,JetBlue Airways
1619,1619,2013,1,2,1857.0,1900,-3.0,2352.0,2353,-1.0,B6,699,N552JB,JFK,SJU,191.0,1598,19,0,2013-01-02 19:00:00,JetBlue Airways
1620,1620,2013,1,2,1858.0,1855,3.0,2054.0,2103,-9.0,US,1491,N185UW,LGA,CLT,93.0,544,18,55,2013-01-02 18:00:00,US Airways Inc.
1621,1621,2013,1,2,1900.0,1836,24.0,2038.0,2010,28.0,B6,130,N184JB,JFK,BUF,58.0,301,18,36,2013-01-02 18:00:00,JetBlue Airways
1622,1622,2013,1,2,1900.0,1900,0.0,2021.0,2039,-18.0,DL,1456,N370NW,LGA,BUF,50.0,292,19,0,2013-01-02 19:00:00,Delta Air Lines Inc.
1623,1623,2013,1,2,1902.0,1905,-3.0,2203.0,2227,-24.0,DL,2159,N3752,JFK,MCO,151.0,944,19,5,2013-01-02 19:00:00,Delta Air Lines Inc.
1624,1624,2013,1,2,1902.0,1858,4.0,2201.0,2154,7.0,UA,1269,N76288,EWR,PBI,151.0,1023,18,58,2013-01-02 18:00:00,United Air Lines Inc.
1625,1625,2013,1,2,1903.0,1910,-7.0,2228.0,2215,13.0,AA,2075,N4YCAA,EWR,DFW,230.0,1372,19,10,2013-01-02 19:00:00,American Airlines Inc.
1626,1626,2013,1,2,1904.0,1910,-6.0,2213.0,2224,-11.0,DL,1629,N320NB,JFK,LAS,336.0,2248,19,10,2013-01-02 19:00:00,Delta Air Lines Inc.
1627,1627,2013,1,2,1905.0,1909,-4.0,2053.0,2046,7.0,EV,3807,N13903,EWR,BNA,143.0,748,19,9,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1628,1628,2013,1,2,1905.0,1905,0.0,2216.0,2225,-9.0,AA,21,N339AA,JFK,LAX,333.0,2475,19,5,2013-01-02 19:00:00,American Airlines Inc.
1629,1629,2013,1,2,1907.0,1820,47.0,2037.0,2005,32.0,AA,353,N3ALAA,LGA,ORD,123.0,733,18,20,2013-01-02 18:00:00,American Airlines Inc.
1630,1630,2013,1,2,1907.0,1815,52.0,2137.0,2052,45.0,DL,884,N327NW,LGA,DEN,238.0,1620,18,15,2013-01-02 18:00:00,Delta Air Lines Inc.
1631,1631,2013,1,2,1908.0,1910,-2.0,2227.0,2252,-25.0,UA,1059,N73299,EWR,SFO,344.0,2565,19,10,2013-01-02 19:00:00,United Air Lines Inc.
1632,1632,2013,1,2,1909.0,1621,168.0,2116.0,1816,180.0,EV,4092,N13553,EWR,DAY,102.0,533,16,21,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1633,1633,2013,1,2,1910.0,1915,-5.0,2218.0,2244,-26.0,DL,2391,N983DL,JFK,TPA,157.0,1005,19,15,2013-01-02 19:00:00,Delta Air Lines Inc.
1634,1634,2013,1,2,1911.0,1859,12.0,2220.0,2234,-14.0,B6,171,N506JB,JFK,SMF,328.0,2521,18,59,2013-01-02 18:00:00,JetBlue Airways
1635,1635,2013,1,2,1914.0,1912,2.0,2219.0,2237,-18.0,B6,87,N775JB,JFK,SLC,272.0,1990,19,12,2013-01-02 19:00:00,JetBlue Airways
1636,1636,2013,1,2,1915.0,1848,27.0,2225.0,2200,25.0,UA,1128,N73283,LGA,IAH,230.0,1416,18,48,2013-01-02 18:00:00,United Air Lines Inc.
1637,1637,2013,1,2,1917.0,1910,7.0,2139.0,2107,32.0,9E,3359,N602LR,JFK,ORD,143.0,740,19,10,2013-01-02 19:00:00,Endeavor Air Inc.
1638,1638,2013,1,2,1917.0,1908,9.0,2255.0,2257,-2.0,UA,927,N481UA,EWR,PHX,311.0,2133,19,8,2013-01-02 19:00:00,United Air Lines Inc.
1639,1639,2013,1,2,1918.0,1925,-7.0,2200.0,2205,-5.0,DL,1715,N335NB,LGA,MSY,197.0,1183,19,25,2013-01-02 19:00:00,Delta Air Lines Inc.
1640,1640,2013,1,2,1919.0,1920,-1.0,2315.0,2319,-4.0,DL,541,N3750D,JFK,PHX,312.0,2153,19,20,2013-01-02 19:00:00,Delta Air Lines Inc.
1641,1641,2013,1,2,1920.0,1910,10.0,2055.0,2055,0.0,MQ,4569,N856MQ,LGA,RDU,80.0,431,19,10,2013-01-02 19:00:00,Envoy Air
1642,1642,2013,1,2,1921.0,1909,12.0,2143.0,2115,28.0,EV,4543,N34110,EWR,DSM,180.0,1017,19,9,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1643,1643,2013,1,2,1921.0,1845,36.0,2110.0,2030,40.0,MQ,4517,N719MQ,LGA,CRW,81.0,444,18,45,2013-01-02 18:00:00,Envoy Air
1644,1644,2013,1,2,1922.0,1925,-3.0,2225.0,2229,-4.0,DL,1485,N948DL,LGA,MCO,153.0,950,19,25,2013-01-02 19:00:00,Delta Air Lines Inc.
1645,1645,2013,1,2,1922.0,1900,22.0,2224.0,2238,-14.0,DL,1967,N965DL,JFK,MIA,158.0,1089,19,0,2013-01-02 19:00:00,Delta Air Lines Inc.
1646,1646,2013,1,2,1923.0,1930,-7.0,2041.0,2050,-9.0,EV,5742,N833AS,LGA,IAD,47.0,229,19,30,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1647,1647,2013,1,2,1924.0,1935,-11.0,2220.0,2240,-20.0,AA,791,N3ENAA,LGA,DFW,221.0,1389,19,35,2013-01-02 19:00:00,American Airlines Inc.
1648,1648,2013,1,2,1924.0,1929,-5.0,2255.0,2242,13.0,DL,1435,N997DL,LGA,TPA,155.0,1010,19,29,2013-01-02 19:00:00,Delta Air Lines Inc.
1649,1649,2013,1,2,1926.0,1930,-4.0,2218.0,2229,-11.0,B6,39,N651JB,JFK,PBI,149.0,1028,19,30,2013-01-02 19:00:00,JetBlue Airways
1650,1650,2013,1,2,1927.0,1930,-3.0,2359.0,2306,,9E,3401,N908XJ,JFK,SAT,,1587,19,30,2013-01-02 19:00:00,Endeavor Air Inc.
1651,1651,2013,1,2,1929.0,1930,-1.0,2232.0,2304,-32.0,DL,6,N637DL,JFK,SLC,256.0,1990,19,30,2013-01-02 19:00:00,Delta Air Lines Inc.
1652,1652,2013,1,2,1929.0,1930,-1.0,2236.0,2243,-7.0,DL,2370,N342NB,LGA,PBI,154.0,1035,19,30,2013-01-02 19:00:00,Delta Air Lines Inc.
1653,1653,2013,1,2,1933.0,1750,103.0,2227.0,2045,102.0,B6,527,N632JB,EWR,MCO,150.0,937,17,50,2013-01-02 17:00:00,JetBlue Airways
1654,1654,2013,1,2,1933.0,1940,-7.0,2107.0,2125,-18.0,MQ,3783,N516MQ,JFK,CMH,80.0,483,19,40,2013-01-02 19:00:00,Envoy Air
1655,1655,2013,1,2,1934.0,1745,109.0,2302.0,2106,116.0,DL,1433,N369NW,LGA,RSW,178.0,1080,17,45,2013-01-02 17:00:00,Delta Air Lines Inc.
1656,1656,2013,1,2,1935.0,1856,39.0,2138.0,2103,35.0,EV,4153,N12922,EWR,CLT,97.0,529,18,56,2013-01-02 18:00:00,ExpressJet Airlines Inc.
1657,1657,2013,1,2,1937.0,1900,37.0,2301.0,2301,0.0,DL,853,N723TW,JFK,SFO,341.0,2586,19,0,2013-01-02 19:00:00,Delta Air Lines Inc.
1658,1658,2013,1,2,1937.0,1911,26.0,2034.0,2027,7.0,UA,762,N407UA,EWR,BOS,39.0,200,19,11,2013-01-02 19:00:00,United Air Lines Inc.
1659,1659,2013,1,2,1939.0,1940,-1.0,2242.0,2240,2.0,AA,1787,N3GRAA,JFK,TPA,160.0,1005,19,40,2013-01-02 19:00:00,American Airlines Inc.
1660,1660,2013,1,2,1940.0,1909,31.0,2226.0,2122,64.0,EV,4085,N12135,EWR,OMA,208.0,1134,19,9,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1661,1661,2013,1,2,1940.0,1900,40.0,2052.0,2021,31.0,EV,4131,N11181,EWR,RIC,54.0,277,19,0,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1662,1662,2013,1,2,1940.0,1935,5.0,2156.0,2136,20.0,9E,3899,N8908D,JFK,CLE,91.0,425,19,35,2013-01-02 19:00:00,Endeavor Air Inc.
1663,1663,2013,1,2,1940.0,1932,8.0,2228.0,2253,-25.0,UA,1416,N37263,EWR,SEA,321.0,2402,19,32,2013-01-02 19:00:00,United Air Lines Inc.
1664,1664,2013,1,2,1941.0,1929,12.0,2240.0,2228,12.0,UA,1444,N76516,EWR,TPA,158.0,997,19,29,2013-01-02 19:00:00,United Air Lines Inc.
